opp_id,rep_id,product_id,region_id,channel_id,stage,deal_value,deal_value_flag,created_date_id,close_date_id
OPP04575,REP037,PRD10,3,4,Closed Lost,54.26,OK,20251213,20260416
OPP04576,REP040,PRD10,2,2,Lead,14.44,OK,20251206,
OPP04577,REP037,PRD12,3,1,Closed Won,414.64,OK,20251130,20260321
OPP04578,REP016,PRD03,2,4,Lead,372.78,OK,20260203,
OPP04579,REP032,PRD13,4,1,Lead,92.66,OK,20260821,
OPP04580,REP004,PRD09,5,4,Qualified,281.51,OK,20260308,
OPP04581,REP025,PRD07,1,2,Qualified,104.67,OK,20260611,
OPP04582,REP013,PRD15,5,2,Lead,3964.82,OK,20251003,
OPP04583,REP040,PRD14,2,2,Closed Won,69.55,OK,20260131,20260329
OPP04584,REP029,PRD08,4,3,Closed Won,1953.61,OK,20251103,20260217
OPP04585,REP028,PRD08,2,3,Closed Won,1938.4,OK,20250930,20251005
OPP04586,REP005,PRD06,5,3,Closed Lost,285.15,OK,20260807,20260811
OPP04587,REP038,PRD06,5,2,Lead,366.09,OK,20251211,
OPP04588,REP001,PRD10,4,2,Closed Lost,53.14,OK,20260829,20260831
OPP04589,REP008,PRD06,3,1,Qualified,572.43,OK,20260308,
OPP04590,REP038,PRD09,5,1,Closed Lost,414.32,OK,20260130,20260325
OPP04591,REP036,PRD03,5,1,Closed Lost,1113.63,OK,20260209,20260515
OPP04592,REP035,PRD11,3,2,Qualified,604.62,OK,20251114,
OPP04593,REP011,PRD14,4,2,Lead,140.68,OK,20250828,
OPP04594,REP008,PRD04,3,1,Proposal,41.26,OK,20260302,
OPP04595,REP007,PRD08,3,2,Qualified,3362.99,OK,20260324,
OPP04596,REP007,PRD10,3,4,Proposal,87.85,OK,20260827,
OPP04597,REP037,PRD11,3,2,Qualified,524.49,OK,20260613,
OPP04598,REP017,PRD12,4,2,Lead,206.28,OK,20250812,
OPP04599,REP025,PRD06,1,4,Lead,412.0,OK,20251013,
OPP04600,REP017,PRD13,4,5,Lead,529.7,OK,20250726,
OPP04601,REP007,PRD12,3,1,Lead,293.64,OK,20260704,
OPP04602,REP015,PRD04,4,1,Proposal,49.27,OK,20250812,
OPP04603,REP024,PRD12,1,5,Closed Won,289.89,OK,20250924,20260219
OPP04604,REP028,PRD03,2,4,Closed Lost,161.21,OK,20250814,20250916
OPP04605,REP040,PRD09,2,1,Qualified,110.76,OK,20260531,
OPP04606,REP039,PRD01,1,4,Lead,39.11,OK,20260504,
OPP04607,REP028,PRD02,2,1,Qualified,168.26,OK,20251120,
OPP04608,REP032,PRD04,4,3,Lead,36.05,OK,20260615,
OPP04609,REP001,PRD02,4,3,Qualified,111.55,OK,20260406,
OPP04610,REP007,PRD08,3,2,Qualified,582.39,OK,20260303,
OPP04611,REP036,PRD01,5,3,Lead,45.14,OK,20260319,
OPP04612,REP008,PRD10,3,1,Qualified,14.19,OK,20251204,
OPP04613,REP039,PRD05,1,5,Lead,1214.06,OK,20260822,
OPP04614,REP015,PRD13,4,2,Proposal,125.09,OK,20250903,
OPP04615,REP003,PRD05,3,2,Closed Won,2498.45,OK,20260630,20260824
OPP04616,REP034,PRD14,1,1,Closed Lost,55.16,OK,20251014,20251119
OPP04617,REP010,PRD07,5,1,Lead,79.92,OK,20260702,
OPP04618,REP016,PRD06,2,2,Closed Lost,60.31,OK,20250917,20260312
OPP04619,REP030,PRD10,4,1,Qualified,13.21,OK,20260302,
OPP04620,REP039,PRD15,1,2,Lead,462.65,OK,20260630,
OPP04621,REP015,PRD02,4,5,Lead,218.8,OK,20260704,
OPP04622,REP020,PRD11,4,1,Proposal,630.21,OK,20251230,
OPP04623,REP003,PRD13,3,2,Qualified,210.7,OK,20251224,
OPP04624,REP016,PRD12,2,1,Closed Won,81.37,OK,20251023,20260619
OPP04625,REP004,PRD08,5,1,Lead,1581.38,OK,20260120,
OPP04626,REP012,PRD10,3,3,Qualified,40.46,OK,20260412,
OPP04627,REP026,PRD06,3,4,Proposal,117.83,OK,20260504,
OPP04628,REP032,PRD02,4,3,Proposal,45.65,OK,20251123,
OPP04629,REP039,PRD03,1,1,Lead,1288.61,OK,20260317,
OPP04630,REP035,PRD11,3,2,Lead,2694.07,OK,20260313,
OPP04631,REP036,PRD05,5,4,Closed Won,292.38,OK,20260621,20260807
OPP04632,REP030,PRD04,4,1,Qualified,152.68,OK,20250727,
OPP04633,REP024,PRD02,1,5,Closed Lost,56.56,OK,20250823,20260223
OPP04634,REP001,PRD04,4,2,Lead,28.68,OK,20250929,
OPP04635,REP027,PRD06,3,2,Qualified,103.68,OK,20260402,
OPP04636,REP007,PRD09,3,5,Proposal,845.45,OK,20260710,
OPP04637,REP022,PRD08,5,2,Lead,3235.08,OK,20260627,
OPP04638,REP028,PRD10,2,2,Qualified,101.01,OK,20251113,
OPP04639,REP031,PRD01,3,1,Proposal,10.24,OK,20260208,
OPP04640,REP027,PRD02,3,4,Closed Lost,240.17,OK,20260331,20260726
OPP04641,REP007,PRD09,3,2,Lead,414.8,OK,20251010,
OPP04642,REP034,PRD15,1,2,Lead,2010.28,OK,20260802,
OPP04643,REP035,PRD09,3,1,Qualified,112.6,OK,20250921,
OPP04644,REP023,PRD05,4,1,Qualified,396.5,OK,20260515,
OPP04645,REP037,PRD07,3,2,Lead,40.81,OK,20250925,
OPP04646,REP028,PRD02,2,1,Lead,152.17,OK,20260314,
OPP04647,REP003,PRD04,3,4,Lead,74.44,OK,20250828,
OPP04648,REP007,PRD13,3,5,Proposal,247.59,OK,20260223,
OPP04649,REP038,PRD04,5,5,Qualified,5.89,OK,20260821,
OPP04650,REP006,PRD15,2,3,Qualified,2259.77,OK,20260627,
OPP04651,REP002,PRD05,5,2,Closed Won,1808.82,OK,20260511,20260902
OPP04652,REP018,PRD14,5,4,Qualified,51.08,OK,20260521,
OPP04653,REP026,PRD14,3,1,Qualified,86.85,OK,20260105,
OPP04654,REP033,PRD13,4,2,Qualified,176.88,OK,20260109,
OPP04655,REP013,PRD09,5,2,Closed Won,805.43,OK,20251104,20260510
OPP04656,REP039,PRD04,1,2,Qualified,38.71,OK,20260428,
OPP04657,REP017,PRD13,4,3,Qualified,92.88,OK,20250824,
OPP04658,REP012,PRD06,3,2,Proposal,289.37,OK,20260325,
OPP04659,REP034,PRD01,1,2,Proposal,64.17,OK,20251212,
OPP04660,REP006,PRD11,2,1,Proposal,4019.24,OK,20260603,
OPP04661,REP037,PRD15,3,4,Lead,4828.3,OK,20260607,
OPP04662,REP030,PRD10,4,1,Closed Lost,80.67,OK,20260326,20260709
OPP04663,REP019,PRD02,1,2,Qualified,95.58,OK,20260103,
OPP04664,REP026,PRD05,3,1,Lead,243.78,OK,20251115,
OPP04665,REP017,PRD14,4,1,Proposal,37.15,OK,20250902,
OPP04666,REP004,PRD03,5,2,Lead,411.12,OK,20260716,
OPP04667,REP038,PRD14,5,3,Closed Lost,45.42,OK,20250930,20260517
OPP04668,REP014,PRD15,2,5,Lead,303.61,OK,20260628,
OPP04669,REP023,PRD07,4,3,Lead,127.44,OK,20260313,
OPP04670,REP028,PRD12,2,2,Proposal,501.88,OK,20250917,
OPP04671,REP016,PRD03,2,3,Qualified,656.82,OK,20260614,
OPP04672,REP039,PRD13,1,2,Lead,492.84,OK,20251117,
OPP04673,REP025,PRD15,1,1,Proposal,1936.82,OK,20260228,
OPP04674,REP002,PRD08,5,1,Lead,1931.2,OK,20260515,
OPP04675,REP031,PRD15,3,4,Qualified,2260.86,OK,20250827,
OPP04676,REP028,PRD04,2,2,Closed Lost,16.52,OK,20250926,20260619
OPP04677,REP016,PRD07,2,2,Proposal,190.2,OK,20260424,
OPP04678,REP008,PRD15,3,3,Lead,2030.87,OK,20260315,
OPP04679,REP026,PRD04,3,2,Qualified,136.0,OK,20260722,
OPP04680,REP012,PRD10,3,3,Qualified,28.68,OK,20250820,
OPP04681,REP036,PRD13,5,5,Qualified,103.85,OK,20250912,
OPP04682,REP006,PRD15,2,2,Lead,1421.44,OK,20251220,
OPP04683,REP031,PRD09,3,2,Closed Lost,157.12,OK,20251019,20260601
OPP04684,REP027,PRD08,3,4,Closed Won,1244.29,OK,20250704,20251025
OPP04685,REP040,PRD07,2,3,Lead,46.77,OK,20251027,
OPP04686,REP009,PRD02,3,4,Lead,97.85,OK,20260620,
OPP04687,REP025,PRD09,1,5,Qualified,782.95,OK,20260820,
OPP04688,REP035,PRD12,3,2,Qualified,126.92,OK,20260215,
OPP04689,REP033,PRD03,4,1,Qualified,277.88,OK,20260502,
OPP04690,REP039,PRD09,1,3,Closed Won,480.28,OK,20260616,20260704
OPP04691,REP028,PRD15,2,3,Closed Lost,1332.6,OK,20251210,20260831
OPP04692,REP040,PRD05,2,1,Qualified,1144.61,OK,20260306,
OPP04693,REP015,PRD09,4,3,Qualified,395.76,OK,20260221,
OPP04694,REP003,PRD09,3,3,Closed Won,456.25,OK,20260225,20260822
OPP04695,REP032,PRD03,4,2,Qualified,325.0,OK,20260606,
OPP04696,REP036,PRD14,5,3,Qualified,22.31,OK,20260328,
OPP04697,REP012,PRD06,3,4,Proposal,26.5,OK,20250911,
OPP04698,REP020,PRD06,4,1,Proposal,213.55,OK,20250710,
OPP04699,REP036,PRD14,5,1,Closed Won,57.54,OK,20260804,20260823
OPP04700,REP032,PRD15,4,5,Closed Won,2039.65,OK,20251011,20260202
OPP04701,REP002,PRD06,5,2,Qualified,214.7,OK,20250821,
OPP04702,REP017,PRD04,4,1,Lead,34.44,OK,20260416,
OPP04703,REP018,PRD15,5,2,Lead,962.74,OK,20250814,
OPP04704,REP016,PRD15,2,5,Qualified,520.84,OK,20250704,
OPP04705,REP040,PRD07,2,2,Qualified,224.05,OK,20260409,
OPP04706,REP008,PRD04,3,1,Closed Won,33.11,OK,20250927,20260827
OPP04707,REP030,PRD03,4,1,Proposal,233.02,OK,20260208,
OPP04708,REP039,PRD02,1,2,Lead,204.29,OK,20250728,
OPP04709,REP016,PRD12,2,2,Qualified,205.79,OK,20260102,
OPP04710,REP023,PRD02,4,3,Lead,204.13,OK,20260604,
OPP04711,REP024,PRD05,1,4,Closed Won,1195.94,OK,20260506,20260706
OPP04712,REP030,PRD09,4,1,Lead,686.93,OK,20260427,
OPP04713,REP012,PRD09,3,1,Proposal,95.46,OK,20260515,
OPP04714,REP031,PRD03,3,1,Closed Lost,54.07,OK,20260426,20260719
OPP04715,REP025,PRD03,1,1,Lead,777.57,OK,20260831,
OPP04716,REP034,PRD11,1,2,Qualified,542.64,OK,20251215,
OPP04717,REP005,PRD13,5,5,Lead,79.92,OK,20251115,
OPP04718,REP013,PRD07,5,2,Proposal,27.63,OK,20260707,
OPP04719,REP005,PRD02,5,3,Qualified,63.79,OK,20251020,
OPP04720,REP002,PRD06,5,5,Closed Lost,286.75,OK,20251127,20260630
OPP04721,REP023,PRD14,4,3,Qualified,88.52,OK,20260428,
OPP04722,REP026,PRD03,3,2,Closed Won,623.89,OK,20260409,20260629
OPP04723,REP007,PRD02,3,4,Qualified,22.23,OK,20251031,
OPP04724,REP014,PRD01,2,2,Closed Lost,49.45,OK,20260213,20260402
OPP04725,REP012,PRD11,3,1,Lead,771.0,OK,20251016,
OPP04726,REP031,PRD11,3,2,Closed Won,66.61,OK,20250713,20250906
OPP04727,REP034,PRD03,1,1,Qualified,865.99,OK,20250716,
OPP04728,REP019,PRD02,1,3,Closed Won,318.37,OK,20251023,20260730
OPP04729,REP011,PRD09,4,1,Lead,470.49,OK,20260717,
OPP04730,REP028,PRD10,2,1,Proposal,47.75,OK,20260608,
OPP04731,REP019,PRD04,1,1,Lead,37.41,OK,20251017,
OPP04732,REP024,PRD05,1,3,Proposal,1233.19,OK,20250907,
OPP04733,REP027,PRD09,3,1,Closed Won,60.08,OK,20251018,20260624
OPP04734,REP030,PRD09,4,3,Closed Lost,263.51,OK,20260523,20260819
OPP04735,REP011,PRD13,4,2,Lead,96.92,OK,20260530,
OPP04736,REP003,PRD04,3,1,Closed Won,53.08,OK,20251120,20260515
OPP04737,REP029,PRD06,4,1,Lead,114.72,OK,20260803,
OPP04738,REP015,PRD13,4,5,Closed Lost,271.85,OK,20260529,20260721
OPP04739,REP031,PRD08,3,4,Lead,2451.26,OK,20260618,
OPP04740,REP011,PRD01,4,2,Qualified,12.62,OK,20260428,
OPP04741,REP029,PRD13,4,1,Qualified,191.74,OK,20260405,
OPP04742,REP002,PRD04,5,4,Lead,152.07,OK,20251226,
OPP04743,REP010,PRD06,5,1,Lead,221.84,OK,20251125,
OPP04744,REP006,PRD10,2,3,Closed Lost,74.29,OK,20260529,20260726
OPP04745,REP039,PRD08,1,5,Qualified,1140.73,OK,20250709,
OPP04746,REP030,PRD11,4,3,Qualified,1932.92,OK,20260725,
OPP04747,REP030,PRD13,4,3,Closed Won,146.82,OK,20260103,20260716
OPP04748,REP002,PRD07,5,1,Closed Won,100.6,OK,20260129,20260707
OPP04749,REP029,PRD08,4,4,Closed Lost,1522.2,OK,20260901,20260902
OPP04750,REP016,PRD06,2,3,Lead,421.42,OK,20260415,
OPP04751,REP004,PRD04,5,1,Lead,51.52,OK,20250729,
OPP04752,REP035,PRD02,3,5,Proposal,236.06,OK,20250802,
OPP04753,REP016,PRD12,2,1,Proposal,226.38,OK,20260714,
OPP04754,REP015,PRD15,4,1,Closed Lost,1734.97,OK,20260416,20260507
OPP04755,REP001,PRD14,4,1,Lead,71.11,OK,20260713,
OPP04756,REP022,PRD12,5,2,Lead,302.79,OK,20250904,
OPP04757,REP035,PRD03,3,1,Lead,210.6,OK,20251022,
OPP04758,REP017,PRD02,4,2,Closed Won,62.33,OK,20260816,20260822
OPP04759,REP023,PRD14,4,1,Proposal,68.82,OK,20260630,
OPP04760,REP029,PRD08,4,2,Proposal,2222.62,OK,20260809,
OPP04761,REP015,PRD01,4,2,Closed Won,28.43,OK,20250902,20260324
OPP04762,REP029,PRD14,4,3,Proposal,97.07,OK,20250910,
OPP04763,REP011,PRD02,4,2,Lead,176.08,OK,20260110,
OPP04764,REP006,PRD04,2,2,Qualified,56.36,OK,20260705,
OPP04765,REP031,PRD13,3,2,Closed Won,106.27,OK,20250902,20260525
OPP04766,REP018,PRD07,5,5,Closed Won,49.82,OK,20260826,20260902
OPP04767,REP037,PRD09,3,1,Proposal,403.15,OK,20260303,
OPP04768,REP025,PRD01,1,2,Closed Lost,19.98,OK,20250813,20260729
OPP04769,REP004,PRD12,5,1,Lead,152.12,OK,20260327,
OPP04770,REP008,PRD14,3,4,Proposal,134.1,OK,20260823,
OPP04771,REP002,PRD06,5,4,Closed Won,203.7,OK,20250712,20260711
OPP04772,REP017,PRD01,4,1,Closed Lost,98.88,OK,20260621,20260809
OPP04773,REP008,PRD13,3,5,Closed Lost,40.34,OK,20260703,20260827
OPP04774,REP029,PRD03,4,3,Proposal,171.13,OK,20260318,
OPP04775,REP035,PRD10,3,3,Qualified,50.63,OK,20260527,
OPP04776,REP037,PRD12,3,1,Qualified,560.44,OK,20260404,
OPP04777,REP019,PRD14,1,3,Lead,93.21,OK,20260217,
OPP04778,REP030,PRD09,4,2,Closed Won,1143.77,OK,20260213,20260419
OPP04779,REP004,PRD15,5,4,Closed Lost,1447.72,OK,20250731,20260324
OPP04780,REP040,PRD02,2,1,Closed Lost,67.65,OK,20260122,20260214
OPP04781,REP031,PRD02,3,4,Closed Won,151.83,OK,20260706,20260831
OPP04782,REP022,PRD15,5,2,Qualified,1454.82,OK,20251112,
OPP04783,REP029,PRD09,4,1,Proposal,420.12,OK,20250813,
OPP04784,REP030,PRD15,4,1,Lead,1585.12,OK,20260215,
OPP04785,REP029,PRD01,4,1,Lead,61.86,OK,20250725,
OPP04786,REP011,PRD07,4,2,Proposal,18.71,OK,20260211,
OPP04787,REP038,PRD14,5,2,Closed Lost,136.46,OK,20260715,20260723
OPP04788,REP003,PRD01,3,3,Lead,23.74,OK,20251010,
OPP04789,REP040,PRD02,2,3,Lead,183.44,OK,20260731,
OPP04790,REP029,PRD02,4,4,Lead,249.54,OK,20250901,
OPP04791,REP010,PRD04,5,1,Lead,127.17,OK,20260204,
OPP04792,REP014,PRD03,2,3,Qualified,207.02,OK,20260115,
OPP04793,REP018,PRD05,5,3,Lead,1485.12,OK,20251014,
OPP04794,REP006,PRD10,2,1,Closed Lost,78.99,OK,20260207,20260524
OPP04795,REP023,PRD15,4,1,Closed Lost,1312.15,OK,20260119,20260124
OPP04796,REP013,PRD12,5,1,Lead,131.09,OK,20250928,
OPP04797,REP022,PRD15,5,2,Lead,1878.94,OK,20251116,
OPP04798,REP033,PRD05,4,4,Lead,329.58,OK,20251029,
OPP04799,REP025,PRD12,1,2,Lead,108.11,OK,20260615,
OPP04800,REP016,PRD10,2,2,Lead,22.72,OK,20260417,
OPP04801,REP021,PRD10,2,5,Qualified,21.45,OK,20251117,
OPP04802,REP023,PRD15,4,2,Qualified,367.76,OK,20260122,
OPP04803,REP029,PRD12,4,1,Lead,200.0,OK,20260103,
OPP04804,REP009,PRD04,3,4,Lead,85.8,OK,20260715,
OPP04805,REP024,PRD07,1,1,Proposal,12.09,OK,20251121,
OPP04806,REP024,PRD13,1,1,Closed Lost,90.28,OK,20260817,20260817
OPP04807,REP018,PRD13,5,2,Lead,18.53,OK,20260327,
OPP04808,REP027,PRD11,3,1,Proposal,3479.49,OK,20250907,
OPP04809,REP020,PRD04,4,5,Qualified,7.26,OK,20251024,
OPP04810,REP006,PRD14,2,2,Lead,119.79,OK,20251031,
OPP04811,REP017,PRD03,4,2,Closed Won,655.35,OK,20260724,20260829
OPP04812,REP015,PRD01,4,4,Lead,101.9,OK,20260520,
OPP04813,REP008,PRD15,3,3,Lead,298.89,OK,20260427,
OPP04814,REP019,PRD12,1,4,Qualified,395.43,OK,20260104,
OPP04815,REP037,PRD07,3,1,Closed Lost,162.64,OK,20260610,20260819
OPP04816,REP030,PRD03,4,2,Lead,341.71,OK,20251110,
OPP04817,REP028,PRD02,2,3,Proposal,120.64,OK,20251214,
OPP04818,REP010,PRD10,5,5,Lead,76.58,OK,20260329,
OPP04819,REP027,PRD01,3,3,Lead,73.16,OK,20250815,
OPP04820,REP028,PRD06,2,2,Proposal,98.6,OK,20260125,
OPP04821,REP005,PRD01,5,2,Closed Won,96.3,OK,20251002,20251022
OPP04822,REP030,PRD11,4,4,Qualified,342.68,OK,20251111,
OPP04823,REP018,PRD09,5,5,Closed Won,536.07,OK,20260629,20260806
OPP04824,REP032,PRD01,4,5,Closed Won,33.9,OK,20260708,20260806
OPP04825,REP013,PRD15,5,2,Lead,393.34,OK,20260708,
OPP04826,REP031,PRD01,3,2,Qualified,172.14,OK,20260821,
OPP04827,REP023,PRD03,4,1,Proposal,136.25,OK,20260101,
OPP04828,REP028,PRD03,2,5,Qualified,143.42,OK,20260424,
OPP04829,REP011,PRD09,4,1,Qualified,110.51,OK,20260502,
OPP04830,REP009,PRD03,3,3,Qualified,505.79,OK,20260707,
OPP04831,REP012,PRD01,3,1,Lead,101.45,OK,20260123,
OPP04832,REP001,PRD11,4,1,Lead,2693.01,OK,20251024,
OPP04833,REP002,PRD07,5,1,Lead,153.44,OK,20260820,
OPP04834,REP025,PRD01,1,3,Lead,49.41,OK,20260606,
OPP04835,REP012,PRD10,3,4,Lead,48.03,OK,20250713,
OPP04836,REP027,PRD15,3,2,Closed Lost,4076.56,OK,20260213,20260806
OPP04837,REP023,PRD06,4,4,Lead,85.61,OK,20260426,
OPP04838,REP035,PRD08,3,4,Lead,1989.92,OK,20260306,
OPP04839,REP026,PRD07,3,1,Closed Lost,145.51,OK,20260819,20260819
OPP04840,REP025,PRD08,1,1,Proposal,647.41,OK,20250917,
OPP04841,REP036,PRD14,5,2,Lead,94.66,OK,20260820,
OPP04842,REP031,PRD08,3,1,Qualified,3437.17,OK,20260404,
OPP04843,REP005,PRD02,5,4,Qualified,113.66,OK,20260604,
OPP04844,REP024,PRD09,1,1,Lead,493.97,OK,20260131,
OPP04845,REP002,PRD04,5,2,Proposal,139.2,OK,20260321,
OPP04846,REP019,PRD10,1,4,Closed Won,116.01,OK,20260129,20260512
OPP04847,REP026,PRD07,3,3,Qualified,114.84,OK,20250918,
OPP04848,REP007,PRD11,3,5,Closed Won,982.89,OK,20260118,20260901
OPP04849,REP015,PRD09,4,1,Closed Won,352.03,OK,20260503,20260731
OPP04850,REP033,PRD11,4,1,Lead,3599.62,OK,20260107,
OPP04851,REP038,PRD15,5,1,Proposal,621.8,OK,20251202,
OPP04852,REP018,PRD13,5,2,Qualified,404.08,OK,20260811,
OPP04853,REP038,PRD12,5,2,Closed Won,72.44,OK,20260323,20260801
OPP04854,REP026,PRD06,3,4,Closed Won,526.2,OK,20251120,20260321
OPP04855,REP011,PRD09,4,1,Qualified,123.31,OK,20250712,
OPP04856,REP011,PRD01,4,4,Proposal,92.36,OK,20250710,
OPP04857,REP036,PRD06,5,4,Closed Lost,151.4,OK,20250825,20250829
OPP04858,REP015,PRD01,4,2,Qualified,22.73,OK,20260519,
OPP04859,REP018,PRD06,5,2,Proposal,501.31,OK,20250917,
OPP04860,REP030,PRD14,4,2,Lead,216.6,OK,20260815,
OPP04861,REP036,PRD11,5,4,Closed Won,1336.33,OK,20250922,20260615
OPP04862,REP012,PRD06,3,1,Closed Lost,109.68,OK,20260615,20260719
OPP04863,REP016,PRD07,2,2,Proposal,63.14,OK,20251221,
OPP04864,REP033,PRD14,4,4,Lead,17.92,OK,20260209,
OPP04865,REP038,PRD04,5,2,Proposal,81.38,OK,20260115,
OPP04866,REP010,PRD12,5,4,Qualified,420.89,OK,20251130,
OPP04867,REP040,PRD08,2,1,Lead,1086.09,OK,20250730,
OPP04868,REP031,PRD07,3,4,Proposal,107.52,OK,20250722,
OPP04869,REP017,PRD13,4,2,Lead,133.71,OK,20250913,
OPP04870,REP040,PRD13,2,5,Lead,102.42,OK,20250817,
OPP04871,REP008,PRD13,3,4,Closed Won,399.11,OK,20251219,20260808
OPP04872,REP011,PRD12,4,3,Closed Lost,277.49,OK,20251006,20260707
OPP04873,REP026,PRD13,3,1,Proposal,74.98,OK,20251005,
OPP04874,REP019,PRD07,1,3,Lead,51.26,OK,20250909,
OPP04875,REP005,PRD09,5,2,Lead,458.3,OK,20251012,
OPP04876,REP035,PRD15,3,1,Lead,2055.14,OK,20260422,
OPP04877,REP028,PRD08,2,2,Lead,2190.93,OK,20251124,
OPP04878,REP010,PRD07,5,2,Proposal,29.53,OK,20250928,
OPP04879,REP038,PRD02,5,2,Qualified,91.01,OK,20251124,
OPP04880,REP011,PRD15,4,4,Proposal,974.08,OK,20260116,
OPP04881,REP026,PRD03,3,1,Qualified,742.71,OK,20260217,
OPP04882,REP022,PRD02,5,2,Lead,191.78,OK,20260701,
OPP04883,REP002,PRD11,5,2,Qualified,2115.03,OK,20250831,
OPP04884,REP024,PRD02,1,1,Lead,92.55,OK,20260621,
OPP04885,REP020,PRD09,4,1,Lead,418.44,OK,20260203,
OPP04886,REP017,PRD10,4,1,Closed Lost,17.54,OK,20260531,20260806
OPP04887,REP015,PRD07,4,2,Lead,88.56,OK,20260312,
OPP04888,REP039,PRD04,1,3,Closed Won,68.92,OK,20260119,20260322
OPP04889,REP040,PRD01,2,5,Proposal,88.55,OK,20250830,
OPP04890,REP024,PRD14,1,3,Closed Won,84.38,OK,20260204,20260228
OPP04891,REP011,PRD08,4,2,Closed Won,4245.23,OK,20260427,20260711
OPP04892,REP021,PRD10,2,1,Qualified,97.75,OK,20260319,
OPP04893,REP002,PRD06,5,2,Qualified,267.22,OK,20250819,
OPP04894,REP013,PRD13,5,4,Qualified,30.38,OK,20260120,
OPP04895,REP010,PRD08,5,3,Qualified,3416.12,OK,20260125,
OPP04896,REP025,PRD09,1,2,Proposal,400.27,OK,20251119,
OPP04897,REP008,PRD09,3,4,Qualified,338.93,OK,20260611,
OPP04898,REP006,PRD07,2,2,Lead,82.73,OK,20250826,
OPP04899,REP030,PRD04,4,2,Proposal,45.95,OK,20260720,
OPP04900,REP030,PRD04,4,4,Lead,80.4,OK,20251206,
OPP04901,REP032,PRD05,4,1,Closed Won,196.87,OK,20260504,20260607
OPP04902,REP018,PRD03,5,2,Qualified,432.99,OK,20260721,
OPP04903,REP007,PRD15,3,5,Proposal,1323.5,OK,20250926,
OPP04904,REP008,PRD02,3,4,Qualified,236.92,OK,20251023,
OPP04905,REP006,PRD13,2,1,Qualified,286.17,OK,20260827,
OPP04906,REP033,PRD10,4,2,Closed Won,17.94,OK,20260603,20260624
OPP04907,REP026,PRD06,3,2,Lead,391.75,OK,20250924,
OPP04908,REP035,PRD12,3,1,Closed Won,382.14,OK,20260611,20260819
OPP04909,REP026,PRD10,3,1,Qualified,71.29,OK,20260121,
OPP04910,REP021,PRD09,2,1,Lead,235.94,OK,20250922,
OPP04911,REP005,PRD08,5,1,Proposal,5239.9,OK,20250731,
OPP04912,REP034,PRD05,1,1,Closed Lost,1694.28,OK,20250829,20250925
OPP04913,REP019,PRD07,1,4,Lead,101.08,OK,20260114,
OPP04914,REP017,PRD08,4,5,Qualified,2454.16,OK,20260615,
OPP04915,REP007,PRD05,3,4,Qualified,491.19,OK,20250718,
OPP04916,REP019,PRD14,1,4,Qualified,46.59,OK,20260725,
OPP04917,REP036,PRD05,5,1,Lead,522.17,OK,20251027,
OPP04918,REP025,PRD06,1,2,Lead,244.67,OK,20250704,
OPP04919,REP014,PRD02,2,2,Qualified,8.48,OK,20250802,
OPP04920,REP005,PRD09,5,1,Lead,86.81,OK,20260503,
OPP04921,REP013,PRD09,5,5,Closed Won,290.95,OK,20260126,20260325
OPP04922,REP020,PRD01,4,1,Qualified,31.31,OK,20260317,
OPP04923,REP006,PRD12,2,2,Lead,89.16,OK,20260503,
OPP04924,REP010,PRD15,5,2,Closed Won,1040.41,OK,20250706,20260810
OPP04925,REP005,PRD05,5,1,Qualified,838.47,OK,20260720,
OPP04926,REP033,PRD11,4,3,Closed Won,4756.68,OK,20260710,20260821
OPP04927,REP002,PRD06,5,1,Lead,211.97,OK,20260513,
OPP04928,REP028,PRD09,2,4,Proposal,497.53,OK,20250827,
OPP04929,REP007,PRD08,3,4,Qualified,1050.22,OK,20260827,
OPP04930,REP040,PRD12,2,2,Proposal,214.41,OK,20251226,
OPP04931,REP015,PRD12,4,2,Closed Won,170.74,OK,20250706,20260430
OPP04932,REP011,PRD13,4,5,Lead,182.25,OK,20260713,
OPP04933,REP005,PRD08,5,2,Qualified,1706.54,OK,20251006,
OPP04934,REP016,PRD02,2,1,Proposal,123.91,OK,20260823,
OPP04935,REP034,PRD15,1,1,Qualified,537.53,OK,20260408,
OPP04936,REP036,PRD14,5,4,Lead,84.18,OK,20260319,
OPP04937,REP040,PRD11,2,2,Lead,2362.03,OK,20260224,
OPP04938,REP020,PRD15,4,1,Qualified,1167.7,OK,20260511,
OPP04939,REP002,PRD02,5,2,Closed Won,89.08,OK,20250815,20260417
OPP04940,REP023,PRD02,4,1,Qualified,65.14,OK,20250912,
OPP04941,REP017,PRD03,4,3,Lead,840.62,OK,20260413,
OPP04942,REP012,PRD14,3,1,Closed Won,43.54,OK,20260823,20260902
OPP04943,REP035,PRD12,3,5,Qualified,249.67,OK,20260325,
OPP04944,REP040,PRD05,2,2,Closed Won,191.78,OK,20250904,20260727
OPP04945,REP007,PRD13,3,5,Lead,59.95,OK,20260626,
OPP04946,REP034,PRD10,1,4,Proposal,19.49,OK,20260214,
OPP04947,REP027,PRD07,3,2,Qualified,81.53,OK,20251208,
OPP04948,REP006,PRD05,2,5,Proposal,179.92,OK,20251118,
OPP04949,REP028,PRD05,2,3,Closed Lost,898.62,OK,20250803,20260528
OPP04950,REP004,PRD09,5,3,Qualified,698.82,OK,20251129,
OPP04951,REP006,PRD13,2,3,Proposal,53.56,OK,20260221,
