opp_id,rep_id,product_id,channel,region_raw,stage,deal_value,created_date,close_date
OPP03384,REP001,PRD12,Inbound,west ,Lead,79.44,2026-02-26,
OPP03385,REP032,PRD14,Inbound,West,Qualified,219.22,10/30/2025,
OPP03386,REP018,PRD01,Inbound,central,Qualified,27.16,04/13/2026,
OPP03387,REP013,PRD07,Outbound,CENTRAL,Qualified,154.36,2026-03-06,
OPP03388,REP006,PRD09,Referral,South,Qualified,134.01,2026-06-01,
OPP03389,REP018,PRD07,Referral,central,Lead,120.77,2025-11-11,
OPP03390,REP035,PRD11,Outbound,East,Proposal,903.34,2025-07-07,
OPP03391,REP035,PRD13,Referral,E.,Closed Lost,289.56,2026-03-04,2026-04-20
OPP03392,REP037,PRD15,Referral,east,Qualified,2186.05,12/23/2025,
OPP03393,REP038,PRD08,Referral,central,Lead,605.68,2026-06-07,
OPP03394,REP010,PRD06,Partner,Central,Qualified,499.29,2026-02-03,
OPP03395,REP029,PRD10,Outbound,West,Closed Lost,14.49,2026-04-09,2026-05-05
OPP03396,REP039,PRD03,Outbound, North,Qualified,117.54,2026-03-18,
OPP03397,REP001,PRD03,Inbound,W.,Lead,189.88,2026-07-11,
OPP03398,REP002,PRD02,Referral,CENTRAL,Closed Lost,273.54,28-Jun-2026,2026-08-10
OPP03399,REP033,PRD06,Partner,west ,Qualified,1058.11,2026-04-08,
OPP03400,REP017,PRD03,Partner,west,Lead,561.02,2026-02-26,
OPP03401,REP036,PRD07,Referral,central,Qualified,136.17,2026-07-17,
OPP03402,REP014,PRD05,Referral,south,Closed Lost,830.14,09/26/2025,03-Dec-2025
OPP03403,REP040,PRD13,Referral,South,Proposal,195.86,2025-09-05,
OPP03404,REP026,PRD11,Outbound,east,Proposal,807.4,2026-02-06,
OPP03405,REP032,PRD11,Inbound,west,Lead,1512.1,2025-10-20,
OPP03406,REP025,PRD06,Inbound,north,Lead,396.42,2026-08-26,
OPP03407,REP028,PRD10,Outbound,SOUTH,Qualified,26.41,03-Dec-2025,
OPP03408,REP014,PRD08,Referral,S.,Qualified,599.79,01/24/2026,
OPP03409,REP023,PRD01,Referral,West,Proposal,63.44,2025-09-01,
OPP03410,REP040,PRD13,Outbound,South,Proposal,23.05,08/31/2025,
OPP03411,REP016,PRD02,Inbound,S.,Closed Won,127.86,2025-07-18,08/15/2026
OPP03412,REP016,PRD08,Inbound,SOUTH,Lead,232.37,28-Jul-2025,
OPP03413,REP006,PRD13,Web Signup,south,Proposal,88.34,2026-05-14,
OPP03414,REP016,PRD04,Web Signup,South ,Closed Lost,117.66,2025-12-16,2025-12-30
OPP03415,REP033,PRD06,Web Signup,West,Lead,386.67,01/22/2026,
OPP03416,REP034,PRD07,Outbound,N.,Closed Won,69.13,2026-08-30,2026-09-02
OPP03417,REP033,PRD04,Inbound,west,Qualified,47.66,2026-07-05,
OPP03418,REP037,PRD13,Inbound,EAST,Proposal,213.14,2025-10-27,
OPP03419,REP026,PRD14,Partner,East,Lead,44.07,2026-04-14,
OPP03420,REP036,PRD08,Web Signup,central,Lead,6391.56,05/04/2026,
OPP03421,REP039,PRD09,Inbound,north,Closed Won,515.93,2025-12-24,2026-08-09
OPP03422,REP002,PRD06,Inbound,central,Proposal,910.78,15-Feb-2026,
OPP03423,REP004,PRD13,Inbound,central,Proposal,302.36,10/15/2025,
OPP03424,REP012,PRD06,Partner,east,Lead,1060.81,2026-06-29,
OPP03425,REP028,PRD13,Outbound,S.,Closed Lost,30.6,2026-07-28,08/21/2026
OPP03426,REP035,PRD15,Inbound,east,Qualified,1239.55,12-Sep-2025,
OPP03427,REP037,PRD13,Inbound,East,Lead,210.91,05/08/2026,
OPP03428,REP034,PRD07,Referral,north,Qualified,8.91,12-Apr-2026,
OPP03429,REP014,PRD06,Partner,South,Proposal,70.33,2026-07-29,
OPP03430,REP003,PRD05,Referral,east,Lead,777.27,2025-07-12,
OPP03431,REP003,PRD09,Web Signup,East,Qualified,364.77,2026-01-05,
OPP03432,REP025,PRD04,Inbound,North,Lead,194.79,11/09/2025,
OPP03433,REP010,PRD11,Outbound,central,Proposal,439.52,07-Aug-2026,
OPP03434,REP019,PRD01,Inbound,N.,Proposal,6.56,2025-10-21,
OPP03435,REP016,PRD13,Outbound,S.,Lead,194.1,2026-06-15,
OPP03436,REP026,PRD14,Web Signup,E.,Closed Won,103.03,04-Nov-2025,2026-01-12
OPP03437,REP011,PRD08,Outbound,WEST,Qualified,627.05,2025-10-25,
OPP03438,REP037,PRD04,Partner,East,Lead,49.19,2026-07-14,
OPP03439,REP014,PRD14,Inbound,South ,Proposal,28.11,04/08/2026,
OPP03440,REP010,PRD15,Outbound,CENTRAL,Qualified,1817.81,08/04/2025,
OPP03441,REP029,PRD03,Web Signup,west,Qualified,479.07,2025-12-20,
OPP03442,REP001,PRD15,Outbound,west,Lead,167.91,2026-07-17,
OPP03443,REP030,PRD05,Web Signup,WEST,Proposal,2413.26,31-Dec-2025,
OPP03444,REP004,PRD14,Outbound,Central,Proposal,248.17,08/21/2025,
OPP03445,REP011,PRD11,Inbound,west ,Proposal,650.62,01/25/2026,
OPP03446,REP021,PRD14,Outbound,South,Qualified,117.93,04/16/2026,
OPP03447,REP001,PRD14,Inbound,WEST,Proposal,60.94,01-Jan-2026,
OPP03448,REP023,PRD01,Outbound,W.,Qualified,63.11,2025-08-06,
OPP03449,REP003,PRD06,Inbound,east,Qualified,634.67,12/11/2025,
OPP03450,REP027,PRD12,Web Signup,east,Closed Lost,534.86,10-Aug-2026,09/01/2026
OPP03451,REP032,PRD15,Web Signup,west,Closed Lost,1211.78,10-Apr-2026,2026-06-24
OPP03452,REP007,PRD07,Web Signup,EAST,Closed Won,107.42,07/03/2026,2026-08-16
OPP03453,REP008,PRD06,Outbound,EAST,Closed Lost,37.41,09-Aug-2025,09/08/2025
OPP03454,REP039,PRD02,Outbound,N.,Proposal,73.97,2026-03-12,
OPP03455,REP008,PRD10,Inbound,EAST,Qualified,130.88,09/22/2025,
OPP03456,REP025,PRD05,Inbound,north,Proposal,746.23,2026-08-12,
OPP03457,REP009,PRD08,Inbound,EAST,Qualified,1467.79,2026-02-01,
OPP03458,REP032,PRD11,Outbound,West,Proposal,2244.18,2026-01-24,
OPP03459,REP019,PRD11,Inbound,NORTH,Qualified,963.12,2026-08-30,
OPP03460,REP006,PRD11,Partner,South ,Lead,384.92,16-Nov-2025,
OPP03461,REP027,PRD04,Partner,E.,Qualified,46.6,2026-04-22,
OPP03462,REP031,PRD12,Referral,E.,Closed Won,312.44,2026-04-24,2026-07-03
OPP03463,REP016,PRD01,Referral,,Closed Lost,58.63,02-Sep-2025,2026-03-21
OPP03464,REP023,PRD01,Inbound,West,Proposal,42.08,2026-01-15,
OPP03465,REP030,PRD05,Inbound,WEST,Lead,526.01,04/22/2026,
OPP03466,REP031,PRD11,Inbound,E.,Qualified,2320.19,12/24/2025,
OPP03467,REP040,PRD10,Outbound,South,Lead,49.88,2026-08-09,
OPP03468,REP033,PRD01,Referral,West,Qualified,88.9,15-May-2026,
OPP03469,REP033,PRD05,Referral,West,Lead,876.21,2026-04-04,
OPP03470,REP001,PRD01,Inbound,West,Closed Won,20.72,2026-03-28,06/30/2026
OPP03471,REP023,PRD03,Outbound,WEST,Lead,1530.21,2026-07-13,
OPP03472,REP015,PRD01,Inbound,west,Lead,107.25,2025-07-09,
OPP03473,REP036,PRD05,Inbound,Centrl,Qualified,451.19,2026-07-28,
OPP03474,REP021,PRD04,Outbound,South,Closed Won,46.09,10/19/2025,2026-04-07
OPP03475,REP032,PRD04,Partner,W.,Closed Won,7.16,2025-11-09,2026-02-06
OPP03476,REP034,PRD15,Outbound,north,Closed Lost,2943.78,2025-09-01,2026-03-19
OPP03477,REP031,PRD10,Inbound,EAST,Qualified,15.0,02/07/2026,
OPP03478,REP024,PRD14,Outbound,NORTH,Lead,107.99,2025-12-15,
OPP03479,REP032,PRD08,Web Signup,,Lead,1212.34,28-Oct-2025,
OPP03480,REP031,PRD08,Web Signup,East,Proposal,964.23,2025-11-26,
OPP03481,REP008,PRD04,Partner,East,Lead,76.2,2025-11-03,
OPP03482,REP018,PRD09,Inbound,Central,Lead,467.75,04/11/2026,
OPP03483,REP036,PRD07,Outbound,Central,Proposal,41.11,2025-10-03,
OPP03484,REP025,PRD15,Referral,N.,Proposal,1720.85,12/29/2025,
OPP03485,REP029,PRD02,Inbound,west,Lead,29.32,22-May-2026,
OPP03486,REP016,PRD02,Inbound,S.,Proposal,32.46,03/17/2026,
OPP03487,REP034,PRD14,Outbound,NORTH,Qualified,89.19,09/30/2025,
OPP03488,REP022,PRD10,Inbound,central,Lead,30.96,2026-07-13,
OPP03489,REP013,PRD11,Inbound,Central ,Lead,2830.46,2026-07-10,
OPP03490,REP008,PRD14,Web Signup,,Proposal,87.29,2026-07-11,
OPP03491,REP001,PRD04,Inbound,west,Lead,14.78,12/14/2025,
OPP03492,REP018,PRD05,Partner,Central ,Closed Won,282.58,2025-11-06,2026-07-15
OPP03493,REP017,PRD07,Outbound,W.,Qualified,83.35,2026-05-19,
OPP03494,REP022,PRD05,Inbound,Central,Qualified,332.88,07/21/2025,
OPP03495,REP001,PRD14,Inbound,West,Closed Won,73.46,2026-01-09,2026-01-25
OPP03496,REP025,PRD15,Outbound, North,Lead,3716.51,2025-10-11,
OPP03497,REP036,PRD15,Partner,central,Qualified,892.83,11/06/2025,
OPP03498,REP025,PRD06,Referral,N.,Qualified,220.19,16-Oct-2025,
OPP03499,REP014,PRD03,Referral,S.,Closed Lost,1240.47,2026-08-06,2026-08-07
OPP03500,REP029,PRD04,Web Signup,west,Closed Won,167.55,26-Oct-2025,16-Nov-2025
OPP03501,REP031,PRD05,Inbound,East,Proposal,2282.85,11/10/2025,
OPP03502,REP003,PRD08,Web Signup,EAST,Lead,5145.9,2026-01-20,
OPP03503,REP008,PRD03,Web Signup,east,Lead,286.43,2025-11-20,
OPP03504,REP036,PRD15,Outbound,Central ,Qualified,49.63,09-Aug-2026,
OPP03505,REP039,PRD07,Partner,N.,Lead,253.81,2026-05-14,
OPP03506,REP011,PRD13,Outbound,west,Proposal,192.27,2025-07-18,
OPP03507,REP013,PRD14,Referral,Centrl,Closed Won,63.47,2026-02-09,03/14/2026
OPP03508,REP006,PRD11,Inbound,South ,Proposal,1981.86,19-Dec-2025,
OPP03509,REP030,PRD05,Inbound,West,Lead,945.33,17-Jun-2026,
OPP03510,REP030,PRD15,Referral,West,Lead,1315.43,2026-07-05,
OPP03511,REP021,PRD02,Referral,S.,Closed Lost,106.86,07/13/2026,2026-07-29
OPP03512,REP010,PRD08,Inbound,CENTRAL,Proposal,1295.66,2025-12-21,
OPP03513,REP024,PRD11,Web Signup,North,Qualified,946.57,2026-05-19,
OPP03514,REP010,PRD07,Outbound,Central ,Lead,138.36,10/22/2025,
OPP03515,REP037,PRD12,Web Signup,East,Proposal,234.67,2025-11-22,
OPP03516,REP004,PRD03,Inbound,Centrl,Proposal,682.85,2026-08-04,
OPP03517,REP031,PRD04,Inbound,East,Lead,151.17,01/25/2026,
OPP03518,REP027,PRD10,Outbound,East,Proposal,20.54,2025-11-11,
OPP03519,REP028,PRD02,Outbound,South,Proposal,302.18,2026-03-27,
OPP03520,REP026,PRD15,Referral,E.,Closed Lost,538.04,21-Jun-2026,08/17/2026
OPP03521,REP001,PRD01,Outbound,West,Proposal,35.54,2025-08-26,
OPP03522,REP007,PRD01,Inbound,E.,Lead,73.99,29-Dec-2025,
OPP03523,REP001,PRD04,Outbound,west,Qualified,71.3,2026-04-23,
OPP03524,REP003,PRD02,Referral,,Qualified,50.43,29-Apr-2026,
OPP03525,REP033,PRD08,Outbound,W.,Closed Lost,946.94,10/14/2025,2025-11-25
OPP03526,REP021,PRD10,Inbound,South ,Proposal,11.07,16-Jul-2025,
OPP03527,REP007,PRD11,Referral,East,Proposal,1688.61,12/08/2025,
OPP03528,REP010,PRD10,Outbound,,Lead,79.05,2026-08-14,
OPP03529,REP014,PRD05,Outbound,south,Qualified,1773.73,2026-07-30,
OPP03530,REP011,PRD10,Outbound,West,Lead,50.71,05/26/2026,
OPP03531,REP026,PRD15,Inbound,E.,Proposal,2700.53,10/28/2025,
OPP03532,REP038,PRD05,Inbound,central,Proposal,1046.17,2025-09-16,
OPP03533,REP017,PRD14,Outbound,W.,Lead,198.51,2025-11-18,
OPP03534,REP032,PRD07,Outbound,WEST,Closed Lost,39.36,08-Jul-2026,2026-07-11
OPP03535,REP004,PRD12,Outbound,Central,Proposal,185.51,2026-08-20,
OPP03536,REP037,PRD09,Web Signup,EAST,Closed Won,351.47,07/29/2026,2026-08-03
OPP03537,REP022,PRD06,Outbound,Central ,Proposal,393.9,2025-09-14,
OPP03538,REP006,PRD06,Partner,South ,Qualified,117.31,07/13/2026,
OPP03539,REP037,PRD10,Outbound,east,Qualified,59.85,2025-10-13,
OPP03540,REP019,PRD03,Partner,,Qualified,196.18,2026-08-26,
OPP03541,REP003,PRD10,Partner,east,Lead,42.31,2025-07-04,
OPP03542,REP033,PRD08,Inbound,WEST,Closed Lost,2739.33,04-Jun-2026,07/24/2026
OPP03543,REP010,PRD03,Partner,Centrl,Lead,1033.33,2026-05-26,
OPP03544,REP030,PRD05,Partner,WEST,Lead,1815.09,04/17/2026,
OPP03545,REP009,PRD08,Outbound,east,Lead,2844.85,2025-08-06,
OPP03546,REP023,PRD14,Web Signup,west ,Lead,88.87,2026-08-19,
OPP03547,REP023,PRD02,Inbound,west ,Closed Lost,76.03,2026-06-02,06/24/2026
OPP03548,REP014,PRD15,Inbound,south,Qualified,198.99,2026-07-13,
OPP03549,REP010,PRD13,Outbound,,Lead,111.07,04/26/2026,
OPP03550,REP013,PRD05,Partner,central,Qualified,806.33,2026-04-02,
OPP03551,REP028,PRD04,Inbound,S.,Qualified,35.39,09/17/2025,
OPP03552,REP008,PRD07,Inbound,EAST,Qualified,393.78,2026-05-30,
OPP03553,REP011,PRD04,Partner,west ,Proposal,3.59,2025-10-15,
OPP03554,REP013,PRD13,Outbound,Central,Closed Lost,150.86,2026-01-17,2026-07-21
OPP03555,REP030,PRD06,Inbound,W.,Qualified,500.33,2025-12-31,
OPP03556,REP029,PRD10,Partner,west,Lead,32.4,2025-09-07,
OPP03557,REP026,PRD01,Referral,EAST,Proposal,102.82,2026-02-09,
OPP03558,REP001,PRD04,Inbound,West,Qualified,58.11,08/30/2026,
OPP03559,REP007,PRD04,Inbound,east,Lead,4.76,05/17/2026,
OPP03560,REP004,PRD13,Outbound,Centrl,Closed Won,269.5,20-Jan-2026,2026-04-03
OPP03561,REP024,PRD04,Outbound,N.,Proposal,140.38,08-Jul-2025,
OPP03562,REP007,PRD04,Referral,east,Proposal,303.73,09-Jul-2025,
OPP03563,REP032,PRD04,Partner,WEST,Lead,68.79,08/13/2026,
OPP03564,REP026,PRD10,Partner,EAST,Proposal,105.83,2025-10-03,
OPP03565,REP020,PRD05,Inbound,W.,Closed Won,326.12,2026-08-11,08/11/2026
OPP03566,REP007,PRD03,Web Signup,E.,Proposal,534.18,2026-04-21,
OPP03567,REP015,PRD11,Outbound,WEST,Lead,677.86,2025-12-10,
OPP03568,REP009,PRD01,Outbound,E.,Lead,62.59,03/06/2026,
OPP03569,REP024,PRD09,Partner,NORTH,Qualified,291.92,05/17/2026,
OPP03570,REP025,PRD01,Outbound, North,Qualified,74.0,11-Apr-2026,
OPP03571,REP021,PRD05,Inbound,S.,Closed Lost,555.88,2025-09-24,2025-11-23
OPP03572,REP029,PRD11,Web Signup,,Closed Won,59.14,2026-05-30,2026-08-01
OPP03573,REP011,PRD12,Inbound,WEST,Lead,302.61,17-Jan-2026,
OPP03574,REP017,PRD11,Inbound,WEST,Closed Lost,2008.72,2026-01-22,2026-08-18
OPP03575,REP024,PRD14,Partner,north,Proposal,82.59,2026-05-28,
OPP03576,REP029,PRD04,Web Signup,west,Qualified,112.45,2026-04-14,
OPP03577,REP002,PRD15,Outbound,Central,Lead,350.28,2026-02-03,
OPP03578,REP035,PRD15,Inbound,EAST,Qualified,2240.83,2026-05-08,
OPP03579,REP009,PRD11,Outbound,E.,Closed Lost,1514.64,12/09/2025,2026-05-18
OPP03580,REP039,PRD07,Inbound,N.,Lead,114.04,07/13/2026,
OPP03581,REP003,PRD13,Outbound,East,Proposal,43.14,2025-11-19,
OPP03582,REP023,PRD10,Web Signup,west,Qualified,46.8,17-Apr-2026,
OPP03583,REP011,PRD11,Referral,W.,Qualified,2213.17,2026-07-14,
OPP03584,REP017,PRD11,Outbound,west,Proposal,2277.56,2026-01-17,
OPP03585,REP040,PRD07,Web Signup,South ,Closed Won,35.42,02/27/2026,06/19/2026
OPP03586,REP031,PRD12,Referral,east,Proposal,609.95,28-Mar-2026,
OPP03587,REP025,PRD03,Web Signup,NORTH,Lead,1190.2,2026-05-09,
OPP03588,REP007,PRD03,Inbound,EAST,Closed Lost,293.0,10/19/2025,2026-07-02
OPP03589,REP039,PRD15,Outbound,N.,Qualified,2537.35,10/04/2025,
OPP03590,REP009,PRD12,Inbound,East,Lead,825.56,12/29/2025,
OPP03591,REP018,PRD11,Inbound,CENTRAL,Lead,305.12,2026-06-15,
OPP03592,REP016,PRD04,Inbound,S.,Closed Lost,27.14,2025-11-06,12/14/2025
OPP03593,REP028,PRD09,Inbound,South,Proposal,218.55,2025-12-17,
OPP03594,REP036,PRD07,Partner,CENTRAL,Lead,37.81,2026-08-02,
OPP03595,REP004,PRD04,Referral,Central ,Qualified,40.17,05/11/2026,
OPP03596,REP040,PRD13,Outbound,south,Lead,66.42,2026-03-23,
OPP03597,REP002,PRD14,Inbound,central,Proposal,65.65,2025-08-13,
OPP03598,REP012,PRD11,Inbound,East,Qualified,707.85,2025-11-05,
OPP03599,REP022,PRD05,Referral,Central ,Qualified,613.11,2026-05-02,
OPP03600,REP027,PRD07,Inbound,East,Lead,116.09,08-Jul-2025,
OPP03601,REP013,PRD13,Web Signup,central,Lead,183.95,2025-09-12,
OPP03602,REP035,PRD10,Web Signup,EAST,Proposal,44.57,10/24/2025,
OPP03603,REP038,PRD08,Outbound,Central,Qualified,3583.92,2026-07-05,
OPP03604,REP024,PRD13,Outbound,N.,Qualified,143.97,06/07/2026,
OPP03605,REP007,PRD14,Inbound,East,Lead,207.17,2025-09-10,
OPP03606,REP006,PRD14,Partner,S.,Proposal,71.04,08/22/2025,
OPP03607,REP028,PRD05,Inbound,S.,Closed Lost,929.38,01/24/2026,2026-04-20
OPP03608,REP031,PRD03,Outbound,east,Qualified,127.84,2026-04-18,
OPP03609,REP012,PRD02,Inbound,East,Lead,127.08,2025-09-04,
OPP03610,REP026,PRD15,Outbound,EAST,Closed Won,231.33,2025-08-02,2026-05-27
OPP03611,REP006,PRD10,Referral,S.,Proposal,22.14,05/11/2026,
OPP03612,REP018,PRD14,Outbound,CENTRAL,Lead,194.96,2026-08-12,
OPP03613,REP017,PRD01,Outbound,west,Lead,69.54,2026-02-11,
OPP03614,REP021,PRD08,Web Signup,South ,Lead,201.96,08/17/2025,
OPP03615,REP008,PRD14,Inbound,E.,Proposal,52.44,2025-11-17,
OPP03616,REP017,PRD04,Inbound,west,Lead,41.2,2026-07-22,
OPP03617,REP032,PRD10,Web Signup,west,Qualified,6.71,06/09/2026,
OPP03618,REP018,PRD11,Outbound,central,Closed Won,1528.18,2025-07-12,2025-12-15
OPP03619,REP010,PRD05,Inbound,Centrl,Lead,1406.58,2026-08-10,
OPP03620,REP021,PRD09,Outbound,South ,Lead,101.23,2026-02-11,
OPP03621,REP035,PRD13,Inbound,east,Closed Lost,90.02,12/02/2025,2025-12-15
OPP03622,REP011,PRD03,Inbound,west,Lead,53.23,2026-08-04,
OPP03623,REP023,PRD02,Referral,west ,Lead,65.73,2026-08-08,
OPP03624,REP031,PRD13,Partner,East,Lead,170.56,2025-12-30,
OPP03625,REP007,PRD01,Inbound,east,Lead,44.6,11/12/2025,
OPP03626,REP037,PRD08,Inbound,east,Lead,3204.78,2025-08-01,
OPP03627,REP008,PRD11,Outbound,EAST,Closed Lost,206.4,2026-04-09,25-May-2026
OPP03628,REP026,PRD15,Partner,E.,Lead,2359.49,2025-07-04,
OPP03629,REP022,PRD05,Partner,Central,Closed Won,717.52,2025-11-03,2025-12-06
OPP03630,REP038,PRD03,Referral,Centrl,Closed Lost,268.16,2026-02-03,2026-07-08
OPP03631,REP025,PRD04,Web Signup,,Lead,50.73,04/04/2026,
OPP03632,REP003,PRD11,Inbound,E.,Proposal,414.27,2026-05-06,
OPP03633,REP024,PRD09,Outbound,NORTH,Lead,296.25,05/14/2026,
OPP03634,REP029,PRD12,Inbound,W.,Lead,243.36,12/06/2025,
OPP03635,REP013,PRD06,Inbound,central,Lead,258.43,2026-08-10,
OPP03636,REP030,PRD08,Inbound,W.,Qualified,1556.55,07/15/2025,
OPP03637,REP011,PRD08,Inbound,,Closed Lost,818.29,08/26/2025,2026-08-17
OPP03638,REP037,PRD07,Outbound,East,Closed Won,248.37,2025-09-12,2026-04-13
OPP03639,REP031,PRD13,Referral,East,Qualified,92.84,2026-02-09,
OPP03640,REP006,PRD02,Outbound,S.,Lead,212.07,2026-03-31,
OPP03641,REP019,PRD15,Partner, North,Lead,1573.52,2026-03-30,
OPP03642,REP021,PRD06,Inbound,South ,Lead,279.3,2026-02-03,
OPP03643,REP032,PRD14,Inbound,west,Lead,44.12,12/26/2025,
OPP03644,REP013,PRD10,Inbound,central,Lead,16.94,2025-12-02,
OPP03645,REP004,PRD15,Web Signup,Central,Lead,853.05,2026-06-22,
OPP03646,REP016,PRD12,Web Signup,South ,Lead,35.32,13-May-2026,
OPP03647,REP016,PRD01,Inbound,south,Qualified,0.0,07-Jul-2025,
OPP03648,REP016,PRD07,Inbound,South ,Closed Lost,77.05,01/22/2026,2026-03-30
OPP03649,REP017,PRD12,Outbound,W.,Qualified,48.26,05/16/2026,
OPP03650,REP015,PRD11,Inbound,west ,Qualified,153.3,01-Aug-2026,
OPP03651,REP013,PRD12,Web Signup,Centrl,Closed Won,518.3,09/24/2025,28-Apr-2026
OPP03652,REP013,PRD07,Inbound,Central,Lead,23.07,2025-08-29,
OPP03653,REP016,PRD10,Inbound,S.,Lead,27.01,2026-07-29,
OPP03654,REP005,PRD05,Partner,Central,Proposal,826.86,2026-02-17,
OPP03655,REP023,PRD09,Outbound,west,Lead,320.16,2026-03-25,
OPP03656,REP011,PRD14,Web Signup,west ,Qualified,150.78,10/02/2025,
OPP03657,REP016,PRD06,Inbound,S.,Qualified,596.34,08/06/2026,
OPP03658,REP023,PRD15,Referral,West,Lead,2975.89,2026-01-20,
OPP03659,REP033,PRD05,Web Signup,West,Qualified,2886.52,2026-08-25,
OPP03660,REP032,PRD12,Outbound,West,Qualified,426.72,01/14/2026,
OPP03661,REP003,PRD02,Partner,EAST,Qualified,26.09,2026-06-12,
OPP03662,REP018,PRD08,Partner,Centrl,Proposal,191.14,2026-04-22,
OPP03663,REP024,PRD07,Web Signup, North,Closed Lost,23.0,2026-07-14,06-Aug-2026
OPP03664,REP038,PRD13,Outbound,Centrl,Qualified,137.94,2026-03-24,
OPP03665,REP017,PRD12,Outbound,west,Proposal,496.92,06/25/2026,
OPP03666,REP027,PRD11,Inbound,E.,Qualified,595.72,06/26/2026,
OPP03667,REP018,PRD06,Referral,central,Lead,368.44,2025-07-25,
OPP03668,REP030,PRD04,Referral,west,Qualified,32.48,2026-07-13,
OPP03669,REP037,PRD11,Outbound,East,Lead,1574.53,10/02/2025,
OPP03670,REP034,PRD10,Inbound, North,Qualified,124.46,2026-01-20,
OPP03671,REP018,PRD07,Inbound,Centrl,Proposal,66.11,2025-08-25,
OPP03672,REP015,PRD10,Partner,west ,Proposal,57.49,04/27/2026,
OPP03673,REP009,PRD08,Referral,E.,Qualified,3776.16,2025-12-22,
OPP03674,REP014,PRD05,Partner,South ,Proposal,336.75,29-Dec-2025,
OPP03675,REP032,PRD12,Inbound,west,Proposal,67.97,03/06/2026,
OPP03676,REP003,PRD15,Inbound,E.,Qualified,2172.07,2026-05-20,
OPP03677,REP001,PRD07,Inbound,west,Qualified,242.98,2026-04-04,
OPP03678,REP028,PRD14,Inbound,S.,Closed Lost,32.42,2026-08-09,2026-08-09
OPP03679,REP029,PRD03,Partner,,Closed Won,47.47,01/24/2026,04/30/2026
OPP03680,REP035,PRD02,Inbound,,Qualified,264.07,12-Feb-2026,
OPP03681,REP026,PRD10,Inbound,,Qualified,126.43,2025-09-14,
OPP03682,REP011,PRD09,Outbound,west ,Proposal,842.22,05/09/2026,
OPP03683,REP040,PRD10,Partner,South ,Qualified,76.31,03/26/2026,
OPP03684,REP008,PRD02,Outbound,east,Closed Lost,270.12,01-Sep-2025,04/04/2026
OPP03685,REP025,PRD01,Referral, North,Closed Won,178.39,2025-11-19,2026-05-23
OPP03686,REP034,PRD03,Outbound,North,Lead,367.01,2026-03-04,
OPP03687,REP009,PRD13,Inbound,,Proposal,75.98,04-Apr-2026,
OPP03688,REP008,PRD11,Referral,,Closed Lost,375.85,2025-12-20,2026-07-30
OPP03689,REP013,PRD02,Inbound,Central,Lead,63.4,2026-01-28,
OPP03690,REP012,PRD08,Outbound,East,Lead,1212.64,22-Nov-2025,
OPP03691,REP029,PRD05,Outbound,WEST,Lead,234.84,11/28/2025,
OPP03692,REP014,PRD01,Partner,SOUTH,Closed Won,64.48,2026-07-26,2026-08-30
OPP03693,REP009,PRD04,Outbound,East,Qualified,168.92,12/06/2025,
OPP03694,REP022,PRD01,Referral,Central,Closed Lost,56.58,2026-01-02,04/06/2026
OPP03695,REP002,PRD02,Outbound,Central,Closed Won,143.27,2026-01-26,16-Apr-2026
OPP03696,REP022,PRD06,Partner,Central ,Qualified,533.9,29-Dec-2025,
OPP03697,REP033,PRD15,Inbound,W.,Qualified,773.63,2025-12-08,
OPP03698,REP037,PRD14,Inbound,EAST,Proposal,66.62,13-Jan-2026,
OPP03699,REP006,PRD07,Partner,SOUTH,Closed Lost,60.91,06-Apr-2026,05/06/2026
OPP03700,REP026,PRD02,Outbound,E.,Proposal,306.63,09/24/2025,
OPP03701,REP011,PRD09,Outbound,West,Qualified,305.07,2025-10-05,
OPP03702,REP014,PRD02,Partner,S.,Lead,21.8,09/02/2025,
OPP03703,REP013,PRD09,Outbound,CENTRAL,Closed Lost,314.55,2026-07-21,08/19/2026
OPP03704,REP001,PRD03,Inbound,WEST,Lead,482.41,2025-07-09,
OPP03705,REP029,PRD15,Inbound,WEST,Qualified,253.94,2026-08-28,
OPP03706,REP009,PRD05,Outbound,EAST,Qualified,983.85,2025-08-05,
OPP03707,REP003,PRD03,Web Signup,East,Qualified,489.16,2026-07-13,
OPP03708,REP001,PRD09,Inbound,West,Qualified,97.27,18-Apr-2026,
OPP03709,REP008,PRD07,Partner,east,Lead,216.17,03/05/2026,
OPP03710,REP022,PRD15,Outbound,Central ,Proposal,1339.74,07/21/2026,
OPP03711,REP009,PRD06,Partner,EAST,Lead,338.02,2026-02-02,
OPP03712,REP026,PRD09,Inbound,EAST,Lead,228.0,2026-07-20,
OPP03713,REP015,PRD01,Outbound,west ,Closed Won,23.73,2025-11-23,2026-06-09
OPP03714,REP039,PRD04,Partner,North,Lead,34.74,2026-02-06,
OPP03715,REP036,PRD04,Inbound,CENTRAL,Closed Won,26.27,2026-05-09,2026-06-21
OPP03716,REP013,PRD10,Outbound,CENTRAL,Closed Lost,15.53,10/11/2025,2025-11-01
OPP03717,REP011,PRD13,Web Signup,WEST,Lead,212.33,2026-08-16,
OPP03718,REP021,PRD04,Referral,SOUTH,Closed Won,108.05,05/28/2026,28-Aug-2026
OPP03719,REP015,PRD07,Partner,west ,Proposal,206.66,2026-08-28,
